"","Country.code","Region.code","Year","VA_Agriculture","VA_Mining","VA_Manufacturing","VA_Utilities","VA_Construction","VA_Trade..restaurants.and.hotels","VA_Transport..storage.and.communication","VA_Finance..insurance..real.estate.and.business.services","VA_Government.services","VA_Community..social.and.personal.services","VA_Summation.of.sector.GDP","EMP_Agriculture","EMP_Mining","EMP_Manufacturing","EMP_Utilities","EMP_Construction","EMP_Trade..restaurants.and.hotels","EMP_Transport..storage.and.communication","EMP_Finance..insurance..real.estate.and.business.services","EMP_Government.services","EMP_Community..social.and.personal.services","EMP_Summation.of.sector.GDP","VAQ_ Agriculture","VAQ_ Mining","VAQ_ Manufacturing","VAQ_ Utilities","VAQ_ Construction","VAQ_ Trade..restaurants.and.hotels","VAQ_ Transport..storage.and.communication","VAQ_ Finance..insurance..real.estate.and.business.services","VAQ_ Government.services","VAQ_ Community..social.and.personal.services","VAQ_ Summation.of.sector.GDP","base.yr.Q"
"1939","PHL","ASI",1998,34485.5739489985,1981.19374272359,54803.4524574299,8709.00738499028,14857.2122659561,37410.0463324684,12610.0710765797,26735.0376801361,22920.8559571349,4767.98431804838,219280.514291942,10543,99,2704,146,1566,4988,1844,774,2574,2099,27336,42065.8278896261,2756.56387951361,83028.6187645718,12829.1750574728,23285.2379838639,52890.3874714954,18909.0929266977,39640.2542419925,28976.7190736723,8218.49616160408,312600.37345051,"VA_Q05"
"1940","PHL","ASI",1999,37195.9307620541,1592.06865855712,57384.871865574,8832.35552225472,13022.5970176864,41668.526636567,13489.9214037793,28178.4544829858,23968.2386387937,5402.57140283779,230735.611765991,10635,85,2802,152,1564,5310,1970,799,2568,2167,28052,43937.612655751,2638.12153439537,80433.8382119825,12395.703966213,18792.9979373199,54792.8797705801,18773.9280873712,38823.727123677,29357.1671845537,8115.46483900803,308061.365935951,"VA_Q05"
"1941","PHL","ASI",2000,36471.1638593193,1642.15077809557,63891.1000863742,9569.07613902602,14871.9731982674,45068.4262818118,15987.9618898562,28738.5866564679,26008.5966760963,5817.53681592582,248066.572381241,10505,102,2791,124,1512,5425,2021,759,2651,2174,28066,43948.9371355935,2620.30906864517,82114.4668878994,12885.2464175738,20195.143723905,56685.2683791345,19648.1247618971,37833.4241193258,29715.3593503933,8087.72749547618,313734.007339844,"VA_Q05"
"1942","PHL","ASI",2001,36280.8534125354,1560.88017408325,67786.4226090406,11073.5713980077,14385.9191162169,47908.3083130995,18618.9091247175,30385.2942327357,27413.7707213177,6276.16858842041,261690.097690175,10736,102,2898,118,1583,5845,2110,793,2574,2103,28861,44053.6663873607,2401.24539638487,81721.2778828466,12886.3774060554,18148.1293474745,57858.8487564471,21090.3969555934,37350.5312102128,29993.3075283876,8003.53887886278,313507.319749626,"VA_Q05"
"1943","PHL","ASI",2002,38016.9482432834,2758.60301161045,71410.3932493882,11155.7858948314,14691.1953129624,49963.0418353757,20442.7451683181,32026.0260138337,29126.072754269,6704.28634631833,276295.166714327,11004,112,2862,116,1593,6222,2154,840,2681,2172,29757,44368.3411586711,3842.63266660867,82077.7906169312,12805.2854257831,16979.2507886199,58592.9842155935,22681.3418340188,37728.6681323241,30658.6759056991,8014.11820053395,317749.020060647,"VA_Q05"
"1944","PHL","ASI",2003,39335.9225899183,3476.35106564092,76300.2009280402,11671.142049982,15562.2942875435,53434.8054230709,22876.9007401662,35043.652921706,30813.5387548827,7263.27540328275,295778.152242548,11101,103,2933,112,1681,6268,2302,924,2667,2237,30327,45896.9701763029,4295.87781889538,84106.7412832228,13595.4436953958,17316.2639893916,60872.0889989171,25156.2307971285,39429.1898811593,31868.2760856828,8218.0056896792,330755.02033746,"VA_Q05"
"1945","PHL","ASI",2004,45165.1356869705,3594.07340020947,81292.3518153179,12721.488469121,16964.967809171,59203.3351378302,26183.0716618414,38809.1645462921,31677.3004778989,7817.73114205481,323428.686439678,11261,116,3053,119,1698,6590,2417,999,2744,2298,31295,46623.3821609059,3980.56141871396,86191.2034625609,14165.2830754691,17860.6521347309,63680.762371071,27458.4158299356,41580.2770096722,32887.2797769974,8195.53478141281,342623.35202147,"VA_Q05"
"1946","PHL","ASI",2005,46493.8557094887,4500.69854678239,88302.8028653024,14007.2021948734,17398.1146559046,65796.7238203074,28675.9181070226,44051.020233739,33603.6166136221,8383.9799802556,351213.932727298,11481,121,3069,116,1705,6915,2442,1055,2787,2270,31962,46493.8557094887,4500.69854678239,88302.8028653024,14007.2021948734,17398.1146559046,65796.7238203074,28675.9181070226,44051.020233739,33603.6166136221,8383.9799802556,351213.932727298,"VA_Q05"
"1947","PHL","ASI",2006,49257.3750667812,4860.91514450651,94066.2139270873,14878.408558785,19571.9336693139,73091.4044494905,30281.7207673648,50049.9376669613,35948.0258211802,9184.41683774116,381190.351909212,11819,141,3059,129,1677,7173,2492,1147,2891,2439,32966,47325.2775046404,4411.13380510458,90269.0129173149,14159.3172292089,18766.9882707174,68472.2396309904,29373.7123850257,47239.6774417414,35358.7951211505,8452.87920821832,363829.160517173,"VA_Q05"
"1948","PHL","ASI",2007,54470.3783516597,5938.29663280097,99136.891713457,15879.3232796204,23116.0709508251,81464.7915897931,32537.919541574,55914.7177914464,38193.166116035,10120.620517616,416772.239722106,11751,149,3059,135,1778,7261,2599,1244,2959,2591,33526,49355.6840333851,5211.51059158078,93101.9052819067,14873.534365881,21414.6719741411,74050.2206915883,31713.3054305925,51319.4544783561,38086.6113018476,8692.6595329477,387819.557682227,"VA_Q05"
"1949","PHL","ASI",2008,61301.7575196465,5720.01455719424,105568.770921473,15752.8517453018,25144.0233238752,86228.8747260505,32904.9817608574,60326.8190778784,39265.9425043106,10532.5965566095,442746.632693197,12030,158,2926,130,1834,7399,2590,1321,3138,2563,34088,48298.7813398974,4871.69461186044,92070.7116245111,15061.6658336584,21716.4510330891,71178.899520614,31235.4401468888,51222.5175302889,37920.381171938,8541.65259444764,382118.195407194,"VA_Q05"
"1950","PHL","ASI",2009,61708.6536507767,6253.60015123185,100296.825622074,15981.0503531062,27062.5509021202,87329.0471835598,32979.4752540546,64229.4901871368,43579.6493155603,11304.7951302869,450725.196527107,12043,166,2894,142,1891,7746,2679,1434,3307,2759,35060,47012.0026632866,5545.57000487405,85931.5017087176,14637.5799018941,22746.9525760344,70744.3549905819,30583.3639352415,52630.1625096642,39602.9603223568,8882.35162605392,378316.741461505,"VA_Q05"
"1951","PHL","ASI",2010,63290.8743384276,7348.34681223067,110218.009506723,18355.1972705422,31466.8190302416,97559.1267883109,33462.9009942684,70188.3088209232,48694.307340926,12142.6654506826,492726.556353276,11975,189,3038,144,2010,8096,2713,1551,3488,2839,36044,45584.1025842116,6002.40290661045,92773.9417076204,15625.1768556477,25256.6847692944,74445.2888393224,30009.1602962518,55616.1740904335,41705.9368739681,9130.47518569568,396149.28702432,"VA_Q05"
"1952","PHL","ASI",2011,69744.3330329351,8011.04622943023,114694.173567483,18502.9195725797,29986.854909728,104026.090477658,35133.0084714163,79069.8950108499,51739.5168542483,12651.3109061932,523559.149032522,12031,192,3043,144,2032,8072,2706,1564,3511,2766,36062,45926.4995786627,6301.54283518691,95333.7297668027,15427.2025289677,22970.8392428198,75843.2290583723,30701.49577363,45169.2345516265,42908.7536373422,9313.40765018794,389895.878612872,"VA_Q05"
"1953","PHL","ASI",2012,70303.1513248148,6415.96741431678,121063.477699507,20938.673089227,35168.9734169466,114808.733206675,38547.9977495182,89669.1457215664,56262.9955877018,15086.4264867792,568265.541697053,12179,182,3008,146,2014,8225,2729,1626,3469,2778,36356,47102.6582628292,6059.34141693016,100378.554496421,16201.2813106095,26244.3169276802,81569.7917169189,33448.3298988889,52482.0327780755,49791.534371125,9577.10025515183,422854.997375963,"VA_Q05"
"1954","SEN","SSA",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1955","SEN","SSA",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1956","SEN","SSA",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1957","SEN","SSA",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1958","SEN","SSA",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1959","SEN","SSA",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1960","SEN","SSA",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1961","SEN","SSA",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1962","SEN","SSA",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1963","SEN","SSA",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1964","SEN","SSA",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,2,56,3,13,73,18,2,50,50,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1965","SEN","SSA",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,2,60,4,13,83,21,2,55,55,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1966","SEN","SSA",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794,2,62,4,13,88,22,2,58,58,1103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1967","SEN","SSA",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,2,63,4,12,92,22,2,58,58,1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1968","SEN","SSA",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,2,72,5,13,89,22,2,57,55,1193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1969","SEN","SSA",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,2,74,5,16,104,29,2,63,63,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1970","SEN","SSA",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958,2,85,6,16,121,26,2,68,58,1343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1971","SEN","SSA",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,3,89,7,19,121,24,2,70,61,1394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1972","SEN","SSA",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1042,2,79,6,21,130,25,3,80,74,1462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1973","SEN","SSA",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086,2,90,8,23,135,28,3,86,79,1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1974","SEN","SSA",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132,2,87,8,24,149,28,3,93,84,1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1975","SEN","SSA",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,2,93,9,27,152,32,4,100,95,1687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1976","SEN","SSA",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224,2,103,10,30,188,32,4,100,93,1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1977","SEN","SSA",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1274,2,101,10,32,197,35,4,101,95,1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1978","SEN","SSA",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326,2,107,12,31,214,38,4,102,95,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1979","SEN","SSA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384,2,111,13,32,230,37,5,103,100,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1980","SEN","SSA",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443,2,119,14,33,253,41,5,108,104,2122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1981","SEN","SSA",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506,2,134,17,35,281,43,5,116,110,2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1982","SEN","SSA",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1573,2,139,17,38,309,47,6,121,115,2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1983","SEN","SSA",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640,2,147,16,36,338,51,6,127,123,2487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"1984","SEN","SSA",1990,1604.51727387777,85.9857810675126,1220.1193624775,216.4758430571,252.60581670424,1622.12626246274,654.400491094157,438.148345286182,1430.58979476963,182.949934822853,7707.91316979279,1712,2,151,18,42,352,56,6,131,131,2602,2698.55742525228,188.628403454487,2133.52111727011,265.970293382734,355.56964539765,2963.77632531103,1019.43425087787,814.338288391637,2145.37707147374,300.442613055587,12885.621169694,"VA_Q05"
"1985","SEN","SSA",1991,1711.76622945622,89.4959615029459,1317.62221809033,213.456614204378,262.917893708874,1700.27998904986,716.964678586905,471.556734520358,1447.18868146826,184.466394135116,8115.70942474383,1789,2,161,18,43,378,58,7,134,134,2725,2995.98044270562,202.656921431459,2313.1700163873,264.529788152594,376.938530674038,3129.00949414782,1066.34578425276,885.550927461676,2226.5336750271,312.707522081536,13773.4231023219,"VA_Q05"
"1986","SEN","SSA",1992,1631.74497091932,98.5518492351271,1421.85233641636,281.578473055411,308.444483738082,1773.82234606429,690.842916129841,493.770034372919,1487.8062662891,196.58597768628,8385.0058172494,1801,2,166,18,50,396,54,7,135,135,2765,2926.27497453398,228.838749859352,2404.54801782644,330.256553434337,452.826949040277,3328.77206736074,1042.65884221111,934.664752011119,2305.89139176599,329.560095713038,14284.2862304137,"VA_Q05"
"1987","SEN","SSA",1993,1893.66465501113,94.7157713552181,1451.25967695338,288.652173312954,328.842088701557,1900.46933019955,657.608359295165,506.787188057728,1513.02616222912,188.926088657443,8823.95781194892,1812,2,174,15,49,411,47,7,138,125,2781,3279.03207798122,221.180375414056,2520.95840747805,325.531364654453,456.949418432622,3482.40151620294,948.465575914301,960.135246362775,2415.48278296974,317.153463726095,14927.2902291363,"VA_Q05"
"1988","SEN","SSA",1994,1795.90861234243,110.776806432084,1506.45565092603,291.973463885903,347.304035305321,2075.69884440634,675.239238058195,558.843108720873,1439.12498170726,211.360758709297,9012.68550049373,1824,2,179,14,55,406,49,8,134,137,2807,2488.50220870402,163.59651401477,1932.86394537936,278.098652012677,387.275445404847,2576.91256779202,779.379845827746,803.7559481045,1784.2603246392,268.209414790079,11462.8596859856,"VA_Q05"
"1989","SEN","SSA",1995,2114.98722325507,105.326880592379,1679.45191161211,282.159285053378,330.217595488116,2184.21996661495,701.63391991585,586.84017534958,1418.95277467324,223.800146829044,9627.58987938373,1835,2,199,12,53,437,51,8,134,137,2869,2590.76358011522,155.547998285431,2003.86841814043,259.697248654533,357.701743656266,2598.76871630224,780.920051251879,788.838125282316,1685.7066402299,260.018003968266,11481.8259436677,"VA_Q05"
"1990","SEN","SSA",1996,2064.48175210101,125.1622589046,1759.95588871036,284.308824107922,353.66847635513,2292.97007836634,702.783646075343,580.036697173548,1528.35002342289,209.537088335911,9901.25473355306,1844,3,211,10,58,460,53,8,137,127,2911,2448.30582112079,175.561727629791,2021.58316277342,258.102710577491,379.968518607892,2624.8068359739,804.982568768093,756.671895915697,1681.54776954523,239.164891036982,11390.6959019493,"VA_Q05"
"1991","SEN","SSA",1997,2145.04453836875,125.299042635072,1786.57791733738,272.669297426767,363.410465564131,2397.76459838876,856.007288851311,691.630030549714,1480.15317283932,235.610524116725,10354.1713340081,1852,3,222,9,63,478,55,9,142,138,2971,2417.50431307862,168.032761021943,2075.47408049837,280.787188224023,410.762599583049,2671.90055483381,864.027105185338,854.750152549924,1729.15086118678,262.099545048792,11734.4891612106,"VA_Q05"
"1992","SEN","SSA",1998,2251.35307045765,132.260727180512,1860.46493107038,282.905252508864,477.864730195021,2656.98947157468,915.256160507787,712.64846145478,1551.99251653816,271.327669705835,11113.0586057456,1861,3,239,8,76,524,59,10,143,152,3075,2396.68681821991,170.699179176174,2151.43063706105,288.268655451327,491.990258304323,2834.70098215314,921.106348181742,899.315056913465,1712.63586337822,288.102008426132,12154.9270363694,"VA_Q05"
"1993","SEN","SSA",1999,2346.57883100249,184.919722203671,1964.39602397769,269.552950790336,485.04712008133,2718.57902939786,958.327670190874,875.757584529126,1684.67821202394,276.922586055471,11764.7597302528,1870,4,244,6,85,563,62,11,155,155,3156,2757.08659379648,195.85216127248,2167.33386105897,275.618147302942,555.970431166931,3031.27163321825,997.695986691502,973.967624621699,1880.70341109012,301.986444943338,13137.4862951627,"VA_Q05"
"1994","SEN","SSA",2000,2500.80965031233,167.400263613837,1914.12523531213,347.870604186779,605.612877953238,2862.71634191467,956.372610187177,899.222185118715,1794.15742060813,293.894213475212,12342.1814026822,1881,4,257,6,90,592,65,12,156,166,3229,2832.72104949285,193.357899427375,2242.89376176338,315.82309600265,589.533478097553,3146.2292817289,1072.61883622026,963.495267930559,1893.56301273921,328.492523463691,13578.7282068664,"VA_Q05"
"1995","SEN","SSA",2001,2593.00106935409,179.206805060812,2366.78287230508,323.213858102525,565.716322126209,2934.17199242842,1162.17308065584,1010.82257752064,1828.44364206818,297.602743939629,13261.1349635614,1892,4,282,6,89,620,69,12,160,157,3290,2859.44628667351,173.43409897524,2397.01747589239,348.851595045215,576.254505795107,3226.7385938568,1167.43107966537,1007.18413094864,1933.04898101313,314.570328929046,14003.9859510544,"VA_Q05"
"1996","SEN","SSA",2002,2208.1672017405,195.378830793178,2451.43778977596,349.591074152613,625.401540230576,3051.95358491734,1213.83645316076,1118.20994653164,1917.04410842661,331.63548134991,13462.6516497498,1904,5,299,5,99,640,76,14,165,171,3376,2185.30075212559,192.98446099753,2436.84914320685,369.291198682565,634.224509441135,3221.20369176566,1286.86691259269,1109.43059061426,1945.98588978166,342.329460837942,13724.4666100459,"VA_Q05"
"1997","SEN","SSA",2003,2666.18867681403,210.105997114668,2477.63099144136,402.766226127682,691.094940440913,3219.69129602704,1460.67370927217,1227.0721305107,1990.02133043879,360.970732989169,14706.2160311765,1917,6,312,5,103,681,85,15,167,179,3471,2612.79807651511,223.130577409739,2526.8659407389,419.034781059616,669.095216130076,3422.30472962164,1504.96524837956,1221.48700637466,1996.20391238654,368.511978256855,14964.4018924861,"VA_Q05"
"1998","SEN","SSA",2004,2629.88648220743,205.458326530559,2691.73386230193,432.031519606947,840.654848473819,3535.80381879677,1782.04407526289,1390.20679390064,2105.52491634225,380.623966416427,15993.9640865178,1932,6,331,4,122,722,98,16,176,180,3587,2734.15809823452,242.133420350949,2676.30933468384,438.033967744546,806.965147095641,3646.61163494355,1793.94041181292,1389.77707832184,2150.85764824505,383.636498789932,16262.4187169009,"VA_Q05"
"1999","SEN","SSA",2005,3057.18081779843,200.89000156713,2738.60688751935,467.414578891191,892.784214375654,3742.56031947123,2062.54387834485,1492.75721978169,2284.26273257809,405.492932907418,17344.489027493,1945,6,344,4,134,748,109,18,186,186,3680,3057.18081779843,200.89000156713,2738.60688751935,467.414578891191,892.784214375654,3742.56031947123,2062.54387834485,1492.75721978169,2284.26273257809,405.492932907418,17344.489027493,"VA_Q05"
"2000","SEN","SSA",2006,2858.74494525569,235.417501521633,2752.9885906612,519.836666510214,1058.86399554665,4002.78838971871,2373.69982104301,1574.78576690151,2395.63136172297,423.639519578787,18196.4010739104,1996,5,342,3,152,790,124,18,194,188,3811,2775.8232213424,166.425940877375,2636.79251565245,484.241374111583,1000.38891796676,3850.96089871128,2367.66266438476,1492.7264939394,2353.88602641594,412.834047714024,17541.742101116,"VA_Q05"
"2001","SEN","SSA",2007,2828.61158381683,226.908664834006,2971.93923071685,599.997180455608,1153.59322914756,4328.28542263818,2603.85527654614,1711.71407042659,2661.38352471072,447.897245981603,19534.1854292741,2054,5,371,3,166,835,135,20,209,194,3992,2548.93274551342,152.113139121633,2724.67780233939,511.948590074256,1067.04116549734,3905.17330025373,2574.29447205698,1528.38514431313,2469.95134650307,421.562777062805,17904.084884285,"VA_Q05"
"2002","SEN","SSA",2008,3530.58826146393,213.542302947371,3108.39441966849,649.919781885233,1107.61694825339,4600.63773836712,2814.94857371028,1860.20486332401,2761.90842661783,462.208801467517,21109.9701177052,2111,5,370,3,165,864,143,21,212,193,4087,2915.91483894035,150.118233800846,2541.74821634918,510.05066871626,1015.11789735545,3800.35960764774,2674.65399355248,1526.4070541382,2391.29719153727,406.569514453218,17932.237216491,"VA_Q05"
"2003","SEN","SSA",2009,3890.09220906468,453.201390546739,3173.91020194579,654.641378996805,1046.99235675602,4526.80942462168,2724.59716735215,1876.81553212711,2920.45541440097,472.304493222603,21739.8152819828,2171,9,398,2,158,891,141,21,218,191,4198,3306.65875992562,243.032964698097,2715.41001541445,494.005549269556,985.203079631417,3923.70269492168,2733.55710554617,1556.89858103114,2494.69544221783,415.046629816221,18868.215109524,"VA_Q05"
"2004","SEN","SSA",2010,4165.28340400571,530.117923832076,3356.03967684231,732.660691251319,1054.24246734499,4686.43701687331,2775.52755660166,1977.05130640134,3111.87382762199,489.58962138729,22878.823492162,2234,10,430,2,164,915,149,22,225,193,4342,3477.91223208597,255.482862487744,2870.74760108502,534.329604414527,1027.27654916112,3968.91862675787,2947.51954010172,1623.83255353695,2571.85995705948,426.285615079201,19704.1651417696,"VA_Q05"
"2005","SGP","ASI",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2006","SGP","ASI",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2007","SGP","ASI",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2008","SGP","ASI",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2009","SGP","ASI",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2010","SGP","ASI",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2011","SGP","ASI",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2012","SGP","ASI",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2013","SGP","ASI",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2014","SGP","ASI",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2015","SGP","ASI",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2016","SGP","ASI",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2017","SGP","ASI",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2018","SGP","ASI",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2019","SGP","ASI",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2020","SGP","ASI",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"2021","SGP","ASI",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
